city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price,suggested_price,price_delta,quality_index
Mumbai,Andheri,Private room,7,1,1,1,4.69,30,0,10,10.0,9,19.3,23.10074999999998,3.8007499999999794,2.5450000000000004
Mumbai,Colaba,Private room,3,2,1,3,4.36,61,0,3,29.0,3,38.61,38.697916666666664,0.08791666666666487,2.24
Austin,South Congress,Hotel room,2,1,1,2,5.0,24,0,10,39.0,3,92.46,97.78150000000005,5.321500000000057,2.7
Dubai,Marina,Private room,6,2,1,3,4.72,29,0,7,33.0,2,64.81,75.4183583628401,10.608358362840093,2.5
Bengaluru,Whitefield,Private room,2,1,2,1,4.67,24,1,5,5.0,1,16.6,24.305250000000015,7.705250000000014,2.485
New York,Staten Island,Hotel room,6,1,1,1,4.89,111,0,7,33.0,8,87.63,101.63674999999995,14.006749999999954,2.585
Sydney,Manly,Entire home/apt,2,2,1,3,4.64,30,1,5,14.0,3,65.56,94.70187710508611,29.14187710508611,2.4699999999999998
Sydney,Newtown,Shared room,7,2,1,3,4.87,142,1,9,18.0,11,44.4,66.06889999999994,21.668899999999944,2.665
New York,Queens,Entire home/apt,6,2,1,2,4.67,77,1,15,13.0,12,119.9,106.810164537251,-13.089835462749008,2.6849999999999996
London,Kensington,Entire home/apt,2,2,1,2,4.44,8,0,4,31.0,5,111.39,117.91180652635413,6.521806526354126,2.3000000000000003
Tokyo,Roppongi,Private room,2,1,1,2,4.93,81,0,9,0.0,5,62.68,58.686814364300936,-3.9931856356990636,2.645
Austin,South Congress,Hotel room,3,1,1,2,4.66,88,0,18,6.0,1,45.99,77.13716666666667,31.14716666666667,2.69
New York,Staten Island,Private room,7,1,2,1,4.81,97,1,2,27.0,5,71.32,73.65165094879859,2.331650948798597,2.4949999999999997
Bengaluru,Koramangala,Private room,5,2,1,3,4.78,77,0,17,26.0,3,48.41,45.68149999999995,-2.7285000000000466,2.73
Paris,1st Arr.,Private room,3,1,1,2,4.13,14,0,9,14.0,1,64.89,60.92727215922066,-3.962727840779344,2.245
Bengaluru,Koramangala,Private room,5,1,1,1,4.4,21,0,18,36.0,12,63.74,50.699000000000005,-13.040999999999997,2.56
Bengaluru,Indiranagar,Private room,5,1,1,1,5.0,59,0,11,32.0,7,46.58,47.817999999999955,1.237999999999957,2.72
Dubai,Bur Dubai,Entire home/apt,5,2,1,2,4.32,90,1,15,9.0,12,84.21,91.53920449512161,7.3292044951216155,2.51
New York,Brooklyn,Entire home/apt,5,3,1,3,4.13,47,0,8,11.0,7,96.37,97.26443035835025,0.8944303583502489,2.225
Sydney,CBD,Entire home/apt,3,2,1,3,4.55,92,0,14,1.0,8,110.35,102.73361139659166,-7.616388603408339,2.5549999999999997
New York,Brooklyn,Private room,7,2,1,3,4.48,87,0,12,30.0,4,70.81,77.06198400274498,6.251984002744976,2.4800000000000004
Mumbai,Powai,Entire home/apt,2,1,1,1,4.71,55,0,14,14.0,6,36.76,39.61651250000008,2.856512500000079,2.635
New York,Bronx,Private room,3,1,1,2,4.28,59,0,18,17.0,4,54.61,62.98681636205245,8.376816362052452,2.5
Dubai,Bur Dubai,Entire home/apt,2,3,1,4,4.83,7,1,11,19.0,1,77.38,93.43854752411337,16.05854752411338,2.685
Dubai,Deira,Private room,4,1,1,1,4.89,99,0,9,37.0,3,74.79,79.68408148148151,4.894081481481507,2.625
Bengaluru,Whitefield,Entire home/apt,9,1,1,1,4.16,12,0,6,12.0,12,26.42,38.49833333333335,12.078333333333347,2.2
Paris,Bastille,Entire home/apt,7,3,1,4,4.76,30,1,8,29.0,12,140.33,132.33974810186794,-7.9902518981320725,2.59
Dubai,Downtown,Entire home/apt,7,2,1,3,5.0,70,0,12,0.0,4,78.44,92.81444477092427,14.37444477092427,2.74
Mumbai,Colaba,Private room,5,2,1,2,5.0,16,0,7,10.0,10,12.0,17.130750000000003,5.130750000000003,2.64
Tokyo,Roppongi,Entire home/apt,2,2,1,2,4.23,42,1,8,3.0,10,73.92,90.10874600229586,16.188746002295858,2.325
New York,Queens,Private room,1,1,1,1,4.33,76,0,14,9.0,7,62.9,56.89765390916664,-6.002346090833356,2.4450000000000003
San Francisco,Nob Hill,Entire home/apt,5,2,1,2,4.4,86,0,4,17.0,11,127.26,116.51357982010305,-10.746420179896958,2.2800000000000002
Dubai,Deira,Entire home/apt,8,3,1,4,3.97,76,0,14,0.0,5,76.21,80.39305293820934,4.183052938209343,2.265
Austin,South Congress,Private room,7,1,1,1,4.02,15,0,7,16.0,8,51.49,43.85387535332189,-7.6361246466781125,2.15
New York,Queens,Entire home/apt,9,2,1,3,4.9,99,0,3,3.0,2,83.42,107.12591246200529,23.705912462005287,2.5100000000000002
Tokyo,Asakusa,Entire home/apt,4,2,1,2,4.46,100,0,17,33.0,9,135.0,142.90413392799556,7.904133927995559,2.57
San Francisco,Nob Hill,Entire home/apt,9,2,1,2,4.62,105,0,11,24.0,5,179.29,140.7344149337781,-38.55558506622188,2.5300000000000002
Paris,Montmartre,Entire home/apt,8,2,1,3,4.91,55,0,2,32.0,12,111.0,118.62370344485652,7.623703444856517,2.495
New York,Queens,Entire home/apt,8,1,1,1,4.06,66,0,16,12.0,12,93.96,100.93015752778015,6.9701575277801595,2.3499999999999996
Tokyo,Shibuya,Private room,5,1,1,2,4.37,3,0,8,5.0,7,47.59,56.87251675421798,9.28251675421798,2.345
Dubai,Deira,Private room,3,1,1,1,4.76,89,0,7,3.0,3,23.0,39.11035012408245,16.11035012408245,2.52
Paris,1st Arr.,Hotel room,3,2,1,3,4.18,113,1,18,11.0,8,132.92,113.52725000000002,-19.392749999999964,2.4999999999999996
San Francisco,Mission,Entire home/apt,5,1,1,1,4.66,11,0,18,10.0,8,122.35,115.28377061423058,-7.066229385769418,2.69
London,Greenwich,Entire home/apt,7,2,1,3,4.76,58,0,23,13.0,4,109.1,113.3652859504482,4.265285950448202,2.84
Bengaluru,Koramangala,Private room,1,1,1,2,5.0,46,0,14,6.0,5,28.44,25.67833333333336,-2.761666666666642,2.7800000000000002
Mumbai,Colaba,Private room,5,1,1,1,4.52,62,0,6,27.0,11,37.48,40.27333333333335,2.7933333333333508,2.38
New York,Staten Island,Private room,2,2,1,2,5.0,117,0,4,37.0,10,87.81,83.409330955335,-4.400669044665008,2.58
New York,Bronx,Hotel room,4,1,1,2,4.62,54,0,12,21.0,5,76.98,97.75478939393938,20.774789393939372,2.55
Paris,Montmartre,Entire home/apt,4,2,1,2,3.98,60,1,15,1.0,7,122.0,109.81925639765184,-12.180743602348159,2.34
Paris,Montmartre,Private room,4,1,1,1,5.0,88,0,15,1.0,2,60.98,46.54468202022655,-14.435317979773444,2.8
Bengaluru,Indiranagar,Entire home/apt,3,2,1,2,4.88,60,1,12,1.0,7,33.82,39.432249999999996,5.612249999999996,2.7299999999999995
Austin,East Austin,Entire home/apt,9,2,1,2,4.27,34,0,13,35.0,4,90.29,99.3025,9.012499999999989,2.3949999999999996
London,Kensington,Private room,6,1,1,1,4.39,130,0,5,34.0,3,79.38,82.8522080291323,3.472208029132304,2.295
Bengaluru,MG Road,Private room,2,2,1,3,4.63,115,0,17,28.0,4,62.09,44.8218333333333,-17.2681666666667,2.655
Dubai,Bur Dubai,Entire home/apt,8,2,1,3,4.62,18,0,12,8.0,12,72.19,84.50628036948122,12.31628036948122,2.55
Dubai,Bur Dubai,Entire home/apt,8,3,1,3,4.91,10,0,16,17.0,11,85.35,94.6357626555009,9.285762655500903,2.775
Dubai,Deira,Entire home/apt,2,1,1,1,4.85,65,0,13,5.0,11,51.61,76.03966233398081,24.429662333980815,2.6849999999999996
Sydney,Manly,Entire home/apt,7,2,1,3,4.49,91,0,16,33.0,7,136.56,138.41614785561848,1.8561478556184738,2.565
Mumbai,Colaba,Private room,2,1,1,2,4.53,5,0,9,13.0,5,31.56,28.769833333333295,-2.7901666666667033,2.4450000000000003
Austin,South Congress,Entire home/apt,9,2,1,2,5.0,19,0,8,23.0,10,77.52,89.513025,11.993025000000003,2.66
San Francisco,Marina,Entire home/apt,9,2,1,2,5.0,80,1,9,25.0,6,162.88,141.97352705983593,-20.906472940164065,2.73
Bengaluru,Koramangala,Entire home/apt,4,3,1,3,4.79,18,1,9,2.0,6,42.36,38.70908333333333,-3.6509166666666673,2.625
Tokyo,Asakusa,Private room,4,1,1,1,4.6,75,1,14,26.0,8,60.71,69.11634314988471,8.406343149884712,2.63
London,Kensington,Entire home/apt,9,2,1,3,4.06,82,0,20,3.0,10,118.12,93.80728502856286,-24.312714971437146,2.4299999999999997
Austin,Zilker,Private room,5,1,2,2,5.0,6,0,15,37.0,1,77.25,64.38413541666674,-12.865864583333263,2.8
London,Greenwich,Entire home/apt,9,2,1,3,4.31,84,0,13,11.0,9,106.63,105.98929115808869,-0.6407088419113052,2.415
New York,Queens,Entire home/apt,3,3,1,3,3.85,70,0,14,2.0,9,80.56,86.40043979076772,5.840439790767718,2.205
New York,Staten Island,Entire home/apt,8,3,1,3,4.8,5,1,3,10.0,3,81.47,88.547828215338,7.077828215338002,2.51
San Francisco,SoMa,Entire home/apt,4,1,1,2,4.41,33,1,13,13.0,8,128.61,121.34919295114618,-7.2608070488538345,2.5149999999999997
London,Greenwich,Entire home/apt,7,1,1,2,5.0,30,1,2,7.0,9,93.66,96.50873393066803,2.8487339306680326,2.59
Sydney,Bondi,Private room,7,1,1,2,4.95,26,0,21,12.0,9,72.23,62.82896400779725,-9.40103599220275,2.895
New York,Brooklyn,Private room,4,1,1,2,4.8,37,1,12,34.0,11,78.15,84.41250917183437,6.262509171834367,2.6899999999999995
San Francisco,Marina,Private room,4,2,1,3,4.74,116,1,11,28.0,8,93.06,88.005602102645,-5.0543978973550026,2.64
Tokyo,Asakusa,Entire home/apt,7,1,2,2,4.38,78,1,19,38.0,11,113.39,123.63996842180119,10.249968421801185,2.6199999999999997
Tokyo,Roppongi,Entire home/apt,4,1,1,2,4.65,71,0,2,1.0,4,87.36,87.69176113961943,0.3317611396194309,2.365
Austin,Downtown,Private room,5,1,2,2,4.97,22,0,8,25.0,12,67.94,59.241421810771826,-8.698578189228172,2.645
London,Greenwich,Private room,1,1,1,2,4.68,46,0,11,10.0,1,25.54,37.86008778052555,12.320087780525547,2.56
Paris,Bastille,Entire home/apt,5,1,1,2,4.91,1,0,6,34.0,12,127.6,117.5078288653564,-10.092171134643593,2.575
Paris,Latin Quarter,Private room,5,2,1,3,5.0,38,0,11,16.0,11,66.11,62.687325240718195,-3.4226747592818043,2.72
Bengaluru,Whitefield,Private room,6,1,1,2,4.64,35,0,12,14.0,1,44.16,39.5173333333333,-4.642666666666699,2.5599999999999996
Austin,South Congress,Private room,1,1,1,1,4.47,110,0,16,4.0,8,33.81,38.18048601349091,4.370486013490911,2.5549999999999997
Sydney,Newtown,Entire home/apt,8,1,1,1,4.5,87,0,14,18.0,7,117.31,114.67072780310288,-2.6392721968971244,2.5300000000000002
San Francisco,Mission,Entire home/apt,4,1,1,2,4.39,70,0,15,16.0,11,88.29,109.14135910556183,20.851359105561826,2.4949999999999997
Bengaluru,Indiranagar,Entire home/apt,5,4,1,4,4.6,84,0,2,19.0,10,48.5,40.93966666666666,-7.56033333333334,2.34
Dubai,Marina,Shared room,1,1,1,1,4.22,89,0,16,20.0,12,50.11,59.28286283192892,9.172862831928917,2.4299999999999997
San Francisco,Sunset,Private room,4,1,1,1,5.0,27,0,11,9.0,10,33.33,56.34068611092352,23.010686110923523,2.72
Sydney,Manly,Entire home/apt,2,1,1,2,4.89,14,0,15,10.0,6,105.5,102.25951466205903,-3.2404853379409673,2.7449999999999997
Tokyo,Shibuya,Private room,2,1,1,2,5.0,79,0,13,15.0,12,75.95,64.70723158654536,-11.242768413454641,2.76
San Francisco,Mission,Private room,2,1,1,1,4.03,4,0,9,38.0,4,84.15,81.65246635860731,-2.4975336413926925,2.1950000000000003
Paris,Bastille,Entire home/apt,9,1,1,2,4.54,31,0,6,28.0,1,84.51,115.46242375940501,30.952423759405008,2.39
Dubai,Bur Dubai,Private room,2,2,2,3,3.9,29,0,3,6.0,5,35.19,42.570259097995084,7.380259097995086,2.01
Dubai,Marina,Entire home/apt,7,1,1,1,4.72,32,0,5,32.0,8,129.05,108.57301131132108,-20.47698868867893,2.46
Sydney,Bondi,Entire home/apt,5,1,1,2,4.59,34,0,9,32.0,12,116.85,115.55243704011023,-1.2975629598897598,2.475
Austin,Downtown,Entire home/apt,2,1,1,1,4.5,77,0,2,23.0,6,91.54,88.48566666666672,-3.0543333333332896,2.29
New York,Staten Island,Entire home/apt,2,2,2,2,4.59,37,0,7,35.0,9,114.33,110.57104384394701,-3.7589561560529887,2.435
San Francisco,Sunset,Entire home/apt,7,1,1,2,4.68,50,0,13,1.0,11,67.69,76.4330864082313,8.743086408231306,2.5999999999999996
Austin,Downtown,Private room,2,1,1,2,4.8,129,0,10,19.0,6,62.2,58.1409555240476,-4.059044475952405,2.6
Bengaluru,Koramangala,Private room,4,1,1,1,4.08,64,0,13,29.0,9,56.11,43.00166666666666,-13.108333333333341,2.3
New York,Staten Island,Entire home/apt,5,1,1,1,4.7,60,0,19,13.0,6,100.75,98.6087697224353,-2.141230277564702,2.73
Austin,Hyde Park,Entire home/apt,4,3,1,4,4.52,90,0,14,25.0,1,70.49,94.95545833333337,24.465458333333373,2.54
Dubai,Deira,Private room,1,2,1,3,4.67,25,0,11,30.0,7,73.32,70.37502796201815,-2.9449720379818416,2.555
Mumbai,Andheri,Entire home/apt,3,3,1,3,5.0,76,1,4,17.0,8,39.92,47.85416666666669,7.934166666666691,2.63
Paris,Le Marais,Shared room,2,1,1,1,4.35,87,0,21,33.0,7,79.44,72.11036047535366,-7.329639524646339,2.5949999999999998
Austin,Zilker,Hotel room,5,1,1,2,4.96,7,0,15,28.0,12,77.15,89.86575000000002,12.715750000000014,2.78
San Francisco,SoMa,Entire home/apt,8,1,1,1,4.34,66,0,12,21.0,12,154.3,134.9149726462638,-19.385027353736206,2.41
London,Kensington,Private room,1,1,1,1,5.0,29,0,8,25.0,7,81.19,77.65783222854607,-3.5321677714539277,2.66
New York,Bronx,Private room,1,1,1,1,4.57,69,0,5,14.0,8,57.48,55.20490356465063,-2.2750964353493686,2.3850000000000002
Dubai,Downtown,Private room,4,1,1,2,4.63,59,1,12,15.0,1,47.84,47.5580749586372,-0.28192504136280405,2.6049999999999995
Austin,Downtown,Entire home/apt,8,3,1,4,4.33,46,1,23,23.0,12,114.85,112.928388888889,-1.921611111110991,2.675
Austin,Hyde Park,Private room,7,1,1,2,4.12,3,0,2,19.0,5,41.44,48.139025916929,6.699025916929003,2.1
San Francisco,Sunset,Private room,1,1,1,2,4.74,69,0,15,16.0,4,75.85,69.66095831840079,-6.189041681599207,2.67
London,Hackney,Entire home/apt,5,2,1,3,4.9,3,1,13,34.0,7,120.33,119.29421827682904,-1.035781723170956,2.76
Dubai,Bur Dubai,Entire home/apt,5,2,1,2,4.83,12,0,12,27.0,11,85.94,90.01246209866525,4.072462098665255,2.6550000000000002
San Francisco,Mission,Entire home/apt,8,2,1,3,4.64,35,1,17,13.0,8,141.02,120.03024098908858,-20.989759010911428,2.7099999999999995
Bengaluru,Whitefield,Entire home/apt,7,2,1,2,4.33,23,0,16,11.0,5,29.13,37.18870833333336,8.05870833333336,2.485
Mumbai,Powai,Entire home/apt,9,2,1,2,4.81,76,1,11,1.0,3,34.5,35.28500000000001,0.7850000000000108,2.675
London,Kensington,Private room,4,1,1,1,4.78,10,0,11,2.0,11,60.63,49.80582485568734,-10.824175144312662,2.6100000000000003
New York,Bronx,Private room,4,1,1,2,4.81,104,0,14,28.0,4,79.21,77.54092791621542,-1.6690720837845703,2.6849999999999996
New York,Bronx,Entire home/apt,7,1,1,2,4.57,89,0,24,32.0,5,119.66,127.13498260053599,7.474982600535995,2.765
Sydney,Surry Hills,Entire home/apt,6,2,1,3,4.89,31,0,5,10.0,7,86.29,104.68597898271382,18.395978982713814,2.545
Paris,Latin Quarter,Entire home/apt,7,2,1,2,4.3,40,0,16,27.0,12,127.37,122.03812113107952,-5.331878868920484,2.4699999999999998
Sydney,Newtown,Entire home/apt,7,2,1,2,4.39,91,0,3,2.0,6,84.62,93.15492594674159,8.53492594674158,2.255
Paris,Bastille,Private room,1,2,1,2,4.68,83,1,6,25.0,12,99.01,72.38107141940515,-26.62892858059486,2.51
Sydney,Manly,Private room,2,1,1,2,4.53,36,0,14,33.0,10,89.5,79.36515764653832,-10.134842353461678,2.545
Bengaluru,Koramangala,Entire home/apt,2,2,1,2,4.5,87,0,22,38.0,1,69.94,65.64666666666665,-4.293333333333351,2.69
New York,Staten Island,Entire home/apt,9,1,1,2,4.43,43,1,17,19.0,4,86.04,114.28948838036932,28.249488380369314,2.6049999999999995
Mumbai,Andheri,Private room,3,1,1,1,4.43,29,1,12,13.0,7,28.12,30.03609027777772,1.9160902777777196,2.505
Mumbai,Dadar,Entire home/apt,6,1,1,2,5.0,87,0,5,18.0,9,39.6,48.10052777777777,8.50052777777777,2.6
Mumbai,Andheri,Private room,5,1,1,1,5.0,97,0,8,3.0,12,21.7,20.778583333333323,-0.9214166666666763,2.66
New York,Manhattan,Hotel room,6,2,1,2,4.33,15,0,24,11.0,9,137.47,92.6715,-44.798500000000004,2.645
London,Kensington,Hotel room,2,1,1,1,4.48,68,1,11,21.0,11,88.2,90.61426666666667,2.414266666666663,2.5100000000000002
Paris,1st Arr.,Entire home/apt,8,1,1,1,4.3,66,0,12,17.0,6,138.97,131.29472236690046,-7.67527763309954,2.3899999999999997
Tokyo,Shibuya,Private room,1,1,1,2,3.76,33,0,12,19.0,2,39.1,46.794842846700746,7.694842846700745,2.12
San Francisco,Marina,Entire home/apt,4,1,1,2,4.58,85,0,12,33.0,2,132.85,132.89180655072852,0.04180655072852346,2.5300000000000002
Sydney,Manly,Entire home/apt,7,2,1,3,4.21,140,0,11,13.0,10,114.54,107.77649867789044,-6.763501322109562,2.325
New York,Bronx,Private room,2,2,1,3,4.23,50,0,16,32.0,4,75.63,79.64730117066854,4.017301170668546,2.435
London,Kensington,Entire home/apt,9,2,1,2,4.64,55,0,13,32.0,2,112.99,123.22079674445746,10.230796744457464,2.58
Bengaluru,Koramangala,Private room,4,1,1,1,5.0,73,0,6,29.0,10,28.69,40.720083333333335,12.030083333333334,2.62
Mumbai,Bandra,Private room,1,1,1,2,4.75,49,0,6,15.0,4,43.49,33.651202898550686,-9.838797101449316,2.495
New York,Bronx,Private room,1,2,1,2,4.57,40,0,13,21.0,11,44.8,67.16732668780419,22.367326687804194,2.545
Tokyo,Roppongi,Private room,7,1,1,1,4.69,24,0,8,33.0,1,78.93,75.9195127461241,-3.010487253875908,2.5050000000000003
Tokyo,Roppongi,Entire home/apt,3,2,1,2,4.42,79,1,4,30.0,6,120.2,127.36065264794982,7.160652647949817,2.34
Mumbai,Colaba,Entire home/apt,4,1,1,2,4.07,28,0,11,11.0,9,51.68,46.99333333333332,-4.686666666666682,2.2550000000000003
Dubai,Downtown,Entire home/apt,8,2,1,2,4.39,9,1,16,38.0,7,122.63,119.99715923313079,-2.632840766869208,2.5649999999999995
Dubai,Downtown,Entire home/apt,5,2,1,3,5.0,64,0,13,4.0,5,108.52,92.7139108764439,-15.806089123556092,2.76
Mumbai,Dadar,Shared room,7,1,1,2,4.39,101,1,15,22.0,11,27.04,43.51066666666664,16.470666666666638,2.5449999999999995
San Francisco,Marina,Entire home/apt,4,3,1,3,4.84,11,0,8,33.0,5,159.79,147.8590933369957,-11.930906663004293,2.58
Bengaluru,Whitefield,Entire home/apt,3,2,1,3,4.76,62,1,8,27.0,7,40.92,55.21866666666664,14.29866666666664,2.59
San Francisco,Marina,Entire home/apt,2,2,1,3,4.13,61,0,6,30.0,12,123.17,135.60155392570505,12.431553925705046,2.185
Sydney,Manly,Entire home/apt,8,3,2,4,4.36,37,0,10,12.0,5,114.9,100.59396169984662,-14.30603830015339,2.3800000000000003
Dubai,Deira,Entire home/apt,2,1,2,1,5.0,44,0,17,37.0,1,93.73,95.39474145299128,1.6647414529912794,2.84
Sydney,Newtown,Private room,3,2,1,3,4.81,43,1,13,22.0,1,58.88,72.80655543904271,13.926555439042708,2.715
Mumbai,Colaba,Entire home/apt,8,2,1,3,4.35,99,0,9,30.0,2,48.42,55.57325000000004,7.153250000000035,2.355
New York,Manhattan,Private room,1,1,1,2,4.31,75,1,8,7.0,6,76.82,51.38764506836962,-25.43235493163037,2.3649999999999998
Sydney,Newtown,Private room,1,2,1,2,4.8,86,1,12,23.0,2,52.49,67.01670074757902,14.52670074757902,2.6899999999999995
Austin,Zilker,Entire home/apt,8,1,1,1,5.0,35,0,13,21.0,1,82.19,79.09999999999998,-3.0900000000000176,2.76
Tokyo,Roppongi,Entire home/apt,9,2,1,3,4.78,63,0,12,11.0,2,108.55,106.93586225444432,-1.6141377455556807,2.63
Bengaluru,MG Road,Shared room,5,1,1,1,3.97,54,0,12,36.0,4,55.95,51.4955,-4.454500000000003,2.225
Sydney,Bondi,Entire home/apt,6,2,1,2,4.11,67,0,10,23.0,8,111.25,113.39510378685411,2.145103786854108,2.2550000000000003
Austin,Hyde Park,Entire home/apt,6,2,1,2,4.75,72,0,17,26.0,2,74.35,87.06747222222225,12.717472222222256,2.715
Sydney,CBD,Entire home/apt,9,1,1,2,4.09,94,0,17,10.0,9,108.4,100.35785977042958,-8.042140229570421,2.385
Sydney,Surry Hills,Private room,7,1,1,1,4.0,18,1,12,30.0,1,65.7,70.89272572985982,5.192725729859816,2.29
Paris,1st Arr.,Private room,6,1,1,1,4.48,35,0,13,20.0,5,70.66,63.02718799895454,-7.632812001045458,2.5
London,Hackney,Entire home/apt,6,1,1,2,4.88,91,0,5,39.0,7,127.57,130.04388882246297,2.473888822462982,2.54
Paris,Le Marais,Entire home/apt,4,2,1,2,4.71,1,0,13,21.0,11,98.23,111.35888451081708,13.128884510817073,2.615
Sydney,Newtown,Entire home/apt,7,1,1,2,4.64,93,0,13,32.0,3,118.79,127.73902887918193,8.949028879181924,2.58
Paris,Bastille,Private room,1,1,1,1,4.05,44,0,21,35.0,2,59.71,78.81909849063618,19.10909849063618,2.445
New York,Manhattan,Private room,5,1,1,1,4.53,61,0,9,4.0,12,65.58,52.24044504928887,-13.339554950711126,2.4450000000000003
Dubai,Deira,Private room,5,1,1,1,4.9,109,0,9,39.0,3,57.58,79.12305370370369,21.54305370370369,2.6300000000000003
New York,Staten Island,Entire home/apt,2,1,1,2,5.0,26,0,8,24.0,7,100.68,104.84330598563025,4.163305985630245,2.66
San Francisco,Nob Hill,Entire home/apt,6,2,1,3,4.03,66,0,17,20.0,7,142.15,141.93125314014088,-0.2187468598591238,2.355
Paris,1st Arr.,Private room,2,1,1,2,3.99,22,0,13,14.0,1,47.39,59.94224323997972,12.552243239979717,2.255
Tokyo,Shibuya,Private room,5,1,1,2,4.84,34,0,15,39.0,12,95.93,94.8391030049995,-1.0908969950005059,2.7199999999999998
San Francisco,Marina,Entire home/apt,2,2,1,2,4.49,45,0,18,3.0,6,131.02,118.0974782874261,-12.92252171257391,2.605
London,Greenwich,Entire home/apt,7,2,1,2,4.56,118,0,10,33.0,8,147.42,138.55154328436942,-8.868456715630572,2.48
London,Westminster,Private room,7,1,1,2,4.57,75,0,16,32.0,1,92.77,81.28906192235041,-11.480938077649583,2.605
Dubai,Bur Dubai,Entire home/apt,5,1,1,2,4.77,53,0,14,12.0,8,70.74,92.4363171509671,21.696317150967104,2.665
New York,Manhattan,Entire home/apt,9,2,1,3,4.73,10,0,13,37.0,4,172.06,163.39456679951692,-8.66543320048308,2.625
Austin,Hyde Park,Private room,3,2,1,3,4.13,53,0,10,31.0,2,69.49,68.47477071123312,-1.015229288766875,2.265
London,Camden,Entire home/apt,5,2,2,3,5.0,113,1,15,1.0,2,96.62,122.0286726821543,25.40867268215429,2.8499999999999996
Paris,Le Marais,Hotel room,4,1,1,2,4.42,64,1,12,4.0,5,86.68,72.67580932539683,-14.00419067460318,2.5
Sydney,Manly,Private room,6,1,1,1,4.43,67,0,10,9.0,12,61.74,48.93239864577512,-12.807601354224879,2.415
Tokyo,Ginza,Entire home/apt,5,1,1,2,5.0,48,0,11,7.0,5,114.98,106.10991525775367,-8.870084742246334,2.72
Austin,East Austin,Private room,7,1,1,2,4.81,28,1,11,14.0,2,42.17,42.469887290385756,0.29988729038575457,2.675
Austin,East Austin,Entire home/apt,2,2,1,2,4.38,77,0,15,0.0,4,67.64,66.22716666666669,-1.4128333333333103,2.4899999999999998
San Francisco,Marina,Entire home/apt,4,2,1,2,5.0,3,0,19,33.0,9,148.31,134.37067764894016,-13.939322351059843,2.88
London,Kensington,Entire home/apt,6,3,1,3,4.69,68,1,2,31.0,2,130.97,122.01715342196535,-8.952846578034652,2.435
San Francisco,Nob Hill,Entire home/apt,2,2,1,2,4.56,27,0,6,37.0,12,135.89,132.7859261112065,-3.1040738887934936,2.4
Sydney,CBD,Private room,1,1,1,2,4.98,91,1,12,39.0,8,69.05,84.68048325807678,15.63048325807678,2.7800000000000002
Sydney,Manly,Entire home/apt,4,3,1,3,5.0,104,0,7,36.0,9,127.79,127.44929749569866,-0.34070250430134763,2.64
San Francisco,Nob Hill,Private room,6,1,1,2,4.2,6,0,14,29.0,2,77.33,76.69157282006223,-0.6384271799377643,2.38
Paris,1st Arr.,Entire home/apt,2,2,1,2,4.45,23,1,12,3.0,11,96.28,96.51687527038273,0.2368752703827255,2.5149999999999997
New York,Brooklyn,Entire home/apt,7,3,1,3,4.33,23,0,18,25.0,9,129.68,121.11357982483652,-8.566420175163486,2.525
New York,Staten Island,Private room,5,1,1,2,4.08,67,1,17,4.0,8,36.31,49.83381825755371,13.523818257553707,2.4299999999999997
Paris,1st Arr.,Entire home/apt,8,3,1,4,4.51,37,0,15,1.0,9,122.66,117.53864333419281,-5.121356665807184,2.5549999999999997
Paris,Le Marais,Entire home/apt,5,1,1,1,4.1,53,0,28,14.0,6,134.58,127.19168675004592,-7.388313249954095,2.61
Paris,Bastille,Entire home/apt,4,2,1,3,4.79,6,0,8,38.0,3,89.82,121.59422708310996,31.774227083109963,2.555
Austin,South Congress,Entire home/apt,8,2,1,3,4.79,10,1,7,15.0,11,59.31,69.97375000000007,10.663750000000064,2.585
New York,Manhattan,Entire home/apt,6,1,1,1,4.92,43,1,9,14.0,11,124.41,122.18601634597776,-2.223983654022234,2.69
Dubai,Jumeirah,Entire home/apt,9,1,1,1,5.0,8,0,18,4.0,4,72.48,78.03671084063089,5.556710840630885,2.86
Tokyo,Roppongi,Entire home/apt,6,2,1,2,4.91,106,0,20,12.0,10,114.43,120.37134485880827,5.9413448588082645,2.855
Dubai,Jumeirah,Entire home/apt,5,1,1,2,4.79,72,1,14,36.0,8,126.05,118.94847480077237,-7.101525199227623,2.7249999999999996
Mumbai,Powai,Private room,1,1,2,2,4.61,43,1,16,0.0,4,18.18,21.604749999999985,3.4247499999999853,2.675
New York,Manhattan,Entire home/apt,3,3,1,3,4.61,45,1,3,17.0,2,111.49,124.51280814329253,13.022808143292536,2.415
San Francisco,Mission,Private room,7,1,1,1,4.44,69,0,5,22.0,11,80.9,70.01831525381613,-10.881684746183879,2.3200000000000003
Austin,East Austin,Entire home/apt,5,3,1,3,4.38,76,0,11,22.0,1,68.21,93.35881597222225,25.148815972222252,2.41
Tokyo,Asakusa,Shared room,2,1,1,1,4.5,16,0,14,34.0,8,58.36,67.997603654427,9.637603654426997,2.5300000000000002
Austin,Zilker,Entire home/apt,8,2,1,2,4.25,13,0,9,27.0,3,93.46,92.91087500000006,-0.5491249999999326,2.305
Dubai,Deira,Entire home/apt,5,1,1,1,4.38,41,0,13,21.0,12,94.07,93.23733628592849,-0.8326637140715007,2.45
