city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price
New York,Staten Island,Entire home/apt,6,2,1,2,4.66,78,0,12,10.0,9,66.83
London,Greenwich,Entire home/apt,8,2,1,2,4.78,22,0,9,11.0,7,116.64
Tokyo,Shibuya,Entire home/apt,8,3,1,3,4.64,106,0,11,20.0,3,119.92
Bengaluru,MG Road,Private room,3,1,1,2,4.33,58,0,17,34.0,10,48.75
London,Westminster,Entire home/apt,3,1,1,1,5.0,31,0,14,17.0,3,116.91
Dubai,Marina,Entire home/apt,9,2,1,3,4.81,68,1,14,28.0,12,128.75
Mumbai,Bandra,Private room,1,1,1,2,4.19,39,0,16,38.0,8,62.12
New York,Queens,Private room,5,1,1,2,4.12,116,0,11,0.0,4,45.24
London,Greenwich,Private room,4,1,1,2,4.44,71,0,21,4.0,4,61.72
Dubai,Jumeirah,Entire home/apt,6,3,1,4,4.75,70,1,8,33.0,7,130.31
Mumbai,Colaba,Entire home/apt,4,2,1,2,4.5,6,0,10,32.0,3,69.38
London,Kensington,Private room,3,1,1,2,4.88,7,0,11,22.0,8,74.89
New York,Bronx,Entire home/apt,2,2,1,3,5.0,97,0,10,9.0,1,72.83
Mumbai,Powai,Entire home/apt,7,1,1,2,4.75,38,0,10,35.0,4,83.91
Mumbai,Dadar,Entire home/apt,5,1,1,1,4.46,75,1,15,23.0,9,19.43
Austin,Zilker,Private room,7,2,1,3,5.0,83,0,16,5.0,1,27.84
London,Westminster,Private room,7,1,1,2,4.57,75,0,16,32.0,1,92.77
London,Hackney,Entire home/apt,7,3,1,4,4.88,115,0,7,27.0,1,97.08
Austin,East Austin,Hotel room,5,2,1,2,3.94,105,0,9,18.0,4,66.39
London,Camden,Private room,2,2,1,3,4.4,83,1,4,38.0,6,89.68
New York,Queens,Private room,6,1,1,2,4.71,30,1,12,35.0,6,81.2
New York,Manhattan,Entire home/apt,9,2,1,2,4.69,110,0,16,37.0,11,170.65
Mumbai,Andheri,Entire home/apt,3,1,1,2,4.56,63,0,2,0.0,7,23.06
San Francisco,Sunset,Entire home/apt,9,1,1,1,4.67,98,0,15,25.0,11,107.67
Bengaluru,Whitefield,Entire home/apt,7,2,1,3,4.18,101,0,13,9.0,7,64.83
Paris,Latin Quarter,Entire home/apt,3,2,1,2,5.0,91,0,5,7.0,2,83.0
Dubai,Deira,Entire home/apt,2,3,1,3,4.86,61,0,11,13.0,7,102.89
Paris,Bastille,Entire home/apt,5,1,1,1,4.48,100,0,9,9.0,12,105.67
Mumbai,Dadar,Entire home/apt,2,3,1,4,4.34,64,1,17,15.0,4,34.94
Paris,Montmartre,Private room,7,1,2,1,4.08,134,0,5,2.0,11,61.54
Bengaluru,Koramangala,Private room,4,1,2,1,4.12,37,0,13,27.0,11,45.55
Mumbai,Colaba,Entire home/apt,8,2,1,3,5.0,15,0,18,32.0,6,97.79
Sydney,Bondi,Entire home/apt,4,2,1,3,4.65,104,0,16,12.0,6,120.73
Tokyo,Asakusa,Private room,3,1,1,1,4.58,106,0,3,7.0,1,37.95
Bengaluru,Indiranagar,Entire home/apt,5,2,1,3,4.96,92,0,15,24.0,2,54.07
Mumbai,Bandra,Entire home/apt,6,1,1,2,4.25,12,0,10,22.0,4,40.6
Sydney,Bondi,Entire home/apt,9,2,1,2,4.89,82,0,19,22.0,7,158.77
Bengaluru,Whitefield,Entire home/apt,8,1,1,1,4.41,8,0,6,5.0,5,25.18
San Francisco,Mission,Private room,6,1,1,2,4.32,89,1,6,27.0,7,84.35
New York,Manhattan,Entire home/apt,6,1,1,1,4.92,43,1,9,14.0,11,124.41
San Francisco,SoMa,Entire home/apt,5,2,1,3,4.91,22,0,4,24.0,5,123.49
Sydney,Bondi,Private room,2,2,1,3,4.67,47,1,7,32.0,7,78.13
Mumbai,Colaba,Entire home/apt,3,1,1,1,5.0,35,0,17,13.0,5,41.24
Mumbai,Bandra,Private room,6,1,1,2,4.74,49,0,14,7.0,6,12.0
San Francisco,Sunset,Private room,4,1,1,1,4.66,125,0,6,1.0,12,50.05
London,Kensington,Entire home/apt,7,2,1,2,4.11,115,0,13,16.0,12,135.5
London,Hackney,Entire home/apt,3,1,2,2,4.44,116,1,16,9.0,8,99.38
San Francisco,Mission,Entire home/apt,5,3,1,3,4.32,74,0,19,35.0,9,159.3
Paris,Latin Quarter,Entire home/apt,9,2,1,2,4.34,32,0,15,26.0,11,130.38
Bengaluru,Indiranagar,Entire home/apt,8,3,1,4,4.67,3,1,8,10.0,7,37.31
San Francisco,Mission,Entire home/apt,8,2,1,2,4.64,105,0,17,21.0,9,135.89
Bengaluru,Whitefield,Entire home/apt,2,1,1,1,4.9,91,0,4,25.0,1,33.08
New York,Manhattan,Entire home/apt,2,2,1,2,4.61,34,0,5,29.0,1,127.39
Bengaluru,MG Road,Entire home/apt,9,1,1,2,4.8,67,0,4,8.0,3,38.38
Mumbai,Colaba,Entire home/apt,8,2,1,3,4.89,22,1,14,31.0,7,86.15
London,Westminster,Entire home/apt,7,1,2,2,4.24,36,0,16,39.0,2,171.32
San Francisco,Nob Hill,Entire home/apt,7,2,1,2,4.14,76,0,8,10.0,1,118.33
Paris,Montmartre,Private room,1,1,1,1,4.34,17,0,10,0.0,6,49.85
New York,Staten Island,Entire home/apt,4,2,1,3,5.0,30,1,8,14.0,3,70.06
Austin,Hyde Park,Entire home/apt,5,1,2,2,3.78,104,1,16,33.0,12,94.53
New York,Bronx,Private room,1,1,1,1,4.57,69,0,5,14.0,8,57.48
Paris,Montmartre,Private room,5,1,1,1,4.22,63,0,13,6.0,2,56.02
Bengaluru,Indiranagar,Private room,2,1,1,2,4.51,11,0,5,12.0,7,20.23
New York,Bronx,Entire home/apt,3,2,1,2,4.74,72,1,7,0.0,6,73.18
Dubai,Marina,Private room,1,1,1,2,5.0,106,1,8,39.0,6,87.34
Austin,South Congress,Shared room,2,1,1,2,4.1,61,0,13,20.0,11,37.76
Dubai,Bur Dubai,Entire home/apt,2,2,1,3,5.0,105,0,13,35.0,3,101.45
Tokyo,Ginza,Entire home/apt,8,3,1,4,4.01,34,0,17,10.0,9,120.82
London,Hackney,Entire home/apt,4,3,1,3,4.5,24,0,5,6.0,9,76.73
Austin,Zilker,Entire home/apt,6,3,1,4,4.29,72,1,11,19.0,3,77.25
Dubai,Deira,Entire home/apt,3,3,1,3,4.91,72,0,16,24.0,7,97.84
Tokyo,Shinjuku,Entire home/apt,2,1,1,2,4.92,17,0,13,3.0,6,95.39
Paris,1st Arr.,Entire home/apt,6,1,1,1,4.13,76,0,17,39.0,4,132.62
Tokyo,Roppongi,Entire home/apt,7,3,1,4,4.38,11,1,5,25.0,8,145.52
Bengaluru,MG Road,Entire home/apt,7,2,1,3,4.27,21,0,8,18.0,2,52.29
San Francisco,Sunset,Private room,2,1,1,2,4.34,31,1,6,2.0,8,51.39
Austin,Downtown,Entire home/apt,4,1,1,2,4.97,47,1,11,2.0,5,66.04
Austin,Downtown,Entire home/apt,2,1,1,1,4.5,77,0,2,23.0,6,91.54
Sydney,Surry Hills,Entire home/apt,7,3,1,3,4.54,25,0,8,10.0,3,83.71
Paris,1st Arr.,Entire home/apt,7,2,1,2,4.18,21,1,12,36.0,1,129.67
Mumbai,Dadar,Entire home/apt,9,1,1,2,4.24,41,0,13,23.0,2,48.24
San Francisco,Marina,Shared room,5,1,1,1,4.49,67,0,6,2.0,3,32.55
Mumbai,Powai,Private room,5,2,1,3,4.21,40,0,9,35.0,6,51.79
Bengaluru,MG Road,Hotel room,4,1,1,1,4.75,63,0,9,10.0,8,29.58
San Francisco,SoMa,Entire home/apt,5,1,1,2,4.79,97,0,8,13.0,11,108.63
Paris,Bastille,Entire home/apt,8,3,1,3,4.39,39,0,11,19.0,11,104.29
San Francisco,Mission,Entire home/apt,4,2,1,3,4.73,95,0,14,3.0,5,112.01
Sydney,Manly,Entire home/apt,8,1,1,1,4.3,2,0,2,7.0,5,68.91
Sydney,Bondi,Private room,3,1,1,1,4.71,90,0,4,17.0,12,47.73
Tokyo,Ginza,Entire home/apt,9,2,1,3,4.43,81,0,13,26.0,7,155.46
New York,Bronx,Entire home/apt,2,2,1,2,4.46,37,1,5,20.0,4,61.2
Sydney,Manly,Entire home/apt,8,2,1,2,4.43,120,0,15,14.0,6,130.66
Paris,Montmartre,Entire home/apt,9,2,1,3,4.66,28,1,5,19.0,11,91.17
Paris,Montmartre,Entire home/apt,6,1,1,2,4.6,26,0,14,7.0,1,82.16
Bengaluru,HSR Layout,Entire home/apt,9,3,1,3,3.99,85,0,10,9.0,9,32.27
London,Camden,Private room,2,1,1,1,5.0,46,0,16,30.0,8,75.59
London,Hackney,Shared room,4,1,1,2,4.44,92,0,11,4.0,9,25.47
Paris,Le Marais,Hotel room,1,1,1,1,4.51,101,0,5,30.0,10,101.29
Bengaluru,HSR Layout,Entire home/apt,2,1,1,1,4.6,66,0,7,21.0,7,36.43
Bengaluru,HSR Layout,Entire home/apt,3,2,1,2,4.35,76,0,15,13.0,11,50.87
Austin,South Congress,Entire home/apt,9,1,1,2,5.0,13,0,7,16.0,6,92.31
Bengaluru,Whitefield,Entire home/apt,4,2,1,2,4.61,103,0,10,38.0,7,58.09
Sydney,Surry Hills,Entire home/apt,4,2,1,3,4.46,30,0,17,34.0,6,114.65
Mumbai,Dadar,Entire home/apt,5,2,1,2,4.72,97,1,14,34.0,11,50.69
San Francisco,Sunset,Entire home/apt,9,2,2,2,5.0,51,0,13,26.0,9,136.41
Austin,South Congress,Entire home/apt,8,2,2,2,4.59,87,0,2,7.0,9,73.26
Dubai,Bur Dubai,Entire home/apt,5,2,1,3,4.41,3,0,21,36.0,11,83.39
New York,Bronx,Hotel room,7,1,1,1,4.55,86,0,18,14.0,5,80.95
London,Westminster,Entire home/apt,7,2,1,3,4.28,51,0,12,29.0,7,158.19
Paris,Montmartre,Entire home/apt,7,2,1,3,4.91,24,0,16,5.0,6,128.31
Mumbai,Colaba,Private room,1,1,1,2,4.63,60,0,6,17.0,6,39.12
Dubai,Jumeirah,Entire home/apt,6,2,1,3,4.13,46,0,7,30.0,2,87.14
Dubai,Jumeirah,Entire home/apt,4,2,1,3,4.26,39,1,7,23.0,2,84.06
Sydney,Manly,Private room,7,1,2,1,4.81,81,0,15,31.0,12,94.0
Austin,South Congress,Entire home/apt,9,2,1,3,4.58,108,0,11,36.0,5,108.21
Mumbai,Colaba,Hotel room,6,1,1,2,5.0,10,0,7,38.0,12,60.27
Sydney,Newtown,Private room,2,2,1,3,4.34,77,0,5,33.0,8,67.26
Dubai,Downtown,Entire home/apt,2,2,1,2,5.0,46,1,14,7.0,5,103.1
Dubai,Marina,Entire home/apt,5,2,1,2,5.0,48,0,7,1.0,11,75.16
San Francisco,Nob Hill,Entire home/apt,9,1,1,2,4.2,22,0,18,0.0,2,121.73
New York,Brooklyn,Entire home/apt,3,2,1,3,4.86,68,1,18,34.0,4,122.13
San Francisco,Sunset,Private room,4,1,1,1,5.0,27,0,11,9.0,10,33.33
London,Kensington,Entire home/apt,2,2,1,3,4.61,71,0,15,4.0,8,117.93
Mumbai,Colaba,Entire home/apt,8,2,1,3,4.1,44,0,8,26.0,5,50.04
Dubai,Deira,Private room,2,1,1,1,4.92,68,0,5,36.0,11,68.07
Paris,Le Marais,Entire home/apt,8,1,1,1,4.49,54,0,9,31.0,4,101.19
Tokyo,Roppongi,Private room,5,1,1,2,4.48,17,0,18,8.0,1,66.13
Bengaluru,Whitefield,Private room,2,1,1,1,4.74,93,0,6,30.0,12,60.18
Paris,Montmartre,Entire home/apt,5,1,1,2,4.98,7,0,22,35.0,10,132.65
Mumbai,Dadar,Entire home/apt,5,1,1,2,4.56,70,0,10,24.0,12,46.23
Paris,Montmartre,Entire home/apt,4,2,1,3,4.53,26,0,9,7.0,11,81.18
Tokyo,Shinjuku,Private room,3,1,1,1,5.0,14,0,18,4.0,1,48.34
Austin,East Austin,Private room,2,2,1,2,4.35,26,0,8,20.0,9,51.83
Paris,Le Marais,Entire home/apt,5,2,1,2,4.96,72,1,17,19.0,3,123.68
Dubai,Marina,Entire home/apt,8,2,1,3,4.71,75,0,8,24.0,12,107.12
Austin,Hyde Park,Entire home/apt,8,2,1,2,4.45,71,0,7,21.0,6,70.22
Mumbai,Dadar,Entire home/apt,7,1,1,2,5.0,43,0,13,11.0,6,51.81
Dubai,Marina,Shared room,2,2,1,2,4.38,117,0,7,20.0,11,53.62
Paris,Bastille,Hotel room,3,1,1,2,4.69,136,1,4,22.0,4,98.12
Sydney,Surry Hills,Entire home/apt,9,2,1,2,4.78,15,1,10,35.0,9,115.51
Tokyo,Ginza,Entire home/apt,8,2,1,2,4.33,88,0,6,12.0,12,125.86
New York,Queens,Entire home/apt,7,1,1,1,4.23,27,1,12,24.0,5,126.56
Bengaluru,Indiranagar,Entire home/apt,7,2,1,2,3.62,38,0,21,35.0,12,65.06
New York,Brooklyn,Private room,2,1,1,2,4.81,73,0,16,11.0,9,80.67
Tokyo,Ginza,Entire home/apt,3,2,1,3,4.29,37,0,17,8.0,5,110.45
Bengaluru,Indiranagar,Private room,4,2,1,3,4.65,128,0,9,20.0,7,41.95
Mumbai,Andheri,Shared room,5,1,1,1,4.59,105,1,13,6.0,4,12.0
Austin,South Congress,Private room,2,1,1,1,4.53,103,0,25,39.0,7,109.57
Mumbai,Colaba,Entire home/apt,3,2,1,3,4.11,108,0,2,15.0,1,46.32
Paris,1st Arr.,Private room,7,1,1,1,4.81,72,0,18,12.0,7,84.15
San Francisco,Nob Hill,Entire home/apt,3,1,1,2,4.74,30,0,20,32.0,7,177.52
Austin,South Congress,Entire home/apt,6,1,1,1,4.76,103,0,11,12.0,1,68.06
Mumbai,Colaba,Entire home/apt,8,2,2,3,4.74,59,0,13,19.0,3,80.91
San Francisco,Sunset,Entire home/apt,8,2,1,3,4.45,83,1,24,32.0,4,133.98
Austin,Hyde Park,Entire home/apt,3,1,1,2,5.0,75,1,2,25.0,9,60.0
Dubai,Marina,Private room,4,1,1,1,4.41,12,0,12,15.0,7,48.28
Dubai,Deira,Hotel room,7,1,1,2,5.0,90,1,20,36.0,4,101.87
New York,Staten Island,Entire home/apt,8,1,1,2,4.22,65,1,3,10.0,9,71.34
Dubai,Downtown,Entire home/apt,8,2,1,2,4.63,63,0,14,35.0,9,134.16
Paris,Bastille,Entire home/apt,9,1,1,1,4.42,140,0,2,5.0,9,98.73
Bengaluru,Koramangala,Hotel room,6,1,1,1,3.67,60,0,17,28.0,5,54.86
Mumbai,Dadar,Entire home/apt,3,1,1,2,4.53,94,1,7,21.0,11,20.47
New York,Manhattan,Private room,1,2,2,2,4.43,74,0,14,24.0,5,111.51
Paris,Le Marais,Entire home/apt,9,2,1,2,4.4,63,1,13,0.0,2,103.77
Dubai,Jumeirah,Entire home/apt,8,1,1,1,4.82,104,0,13,19.0,6,136.01
Austin,Hyde Park,Entire home/apt,5,2,1,2,4.6,27,0,17,19.0,10,76.51
Mumbai,Colaba,Entire home/apt,6,1,1,1,4.87,22,0,14,31.0,4,37.62
San Francisco,SoMa,Entire home/apt,3,2,1,3,4.67,58,0,11,9.0,6,136.35
London,Kensington,Entire home/apt,5,2,1,3,4.59,35,0,12,38.0,12,167.44
Austin,Zilker,Private room,3,3,1,3,5.0,36,0,12,14.0,4,58.27
Sydney,CBD,Entire home/apt,9,2,1,2,4.74,133,0,10,15.0,7,137.43
Austin,Hyde Park,Entire home/apt,5,2,1,2,4.55,18,0,10,16.0,6,65.15
Dubai,Bur Dubai,Private room,3,1,1,2,4.4,33,0,12,6.0,5,51.11
Mumbai,Dadar,Entire home/apt,2,3,2,3,4.46,77,1,6,32.0,9,74.27
Sydney,Bondi,Entire home/apt,7,2,1,3,4.71,67,0,15,14.0,1,100.21
Dubai,Deira,Entire home/apt,7,2,1,3,4.43,108,0,7,29.0,8,112.93
Paris,Le Marais,Entire home/apt,2,2,1,3,4.76,55,0,16,8.0,9,121.48
London,Kensington,Entire home/apt,8,1,1,2,4.18,77,1,7,30.0,11,143.41
Bengaluru,HSR Layout,Entire home/apt,2,2,2,3,5.0,65,0,12,8.0,8,41.02
Austin,Downtown,Private room,6,2,1,2,5.0,3,0,16,23.0,3,63.79
Sydney,Surry Hills,Entire home/apt,9,2,1,2,4.95,115,1,10,5.0,4,109.79
San Francisco,Marina,Entire home/apt,6,3,1,4,4.72,30,1,17,23.0,4,145.61
Paris,Latin Quarter,Private room,1,2,1,2,4.03,62,0,11,25.0,8,73.04
New York,Queens,Entire home/apt,9,2,1,3,4.9,99,0,3,3.0,2,83.42
Dubai,Downtown,Private room,3,2,1,3,4.32,77,0,7,7.0,4,51.33
Sydney,Bondi,Entire home/apt,3,2,1,3,5.0,79,0,20,32.0,11,147.06
Dubai,Downtown,Entire home/apt,7,1,1,2,4.86,31,1,10,15.0,4,95.28
Austin,East Austin,Private room,7,1,1,2,4.47,152,1,16,9.0,7,55.12
Mumbai,Dadar,Private room,7,1,1,2,4.38,105,0,11,0.0,9,22.72
Paris,Montmartre,Entire home/apt,7,2,1,3,4.82,137,0,14,34.0,10,152.11
San Francisco,Nob Hill,Entire home/apt,6,2,1,2,4.9,1,0,7,20.0,4,136.98
Austin,Zilker,Entire home/apt,4,1,1,2,4.29,171,0,11,18.0,10,100.44
Tokyo,Ginza,Entire home/apt,8,2,1,2,4.56,16,0,18,11.0,1,111.67
Sydney,Newtown,Entire home/apt,3,2,1,3,4.63,23,0,17,4.0,7,95.2
Tokyo,Roppongi,Entire home/apt,8,2,1,3,4.12,48,0,14,8.0,8,128.41
Paris,Latin Quarter,Entire home/apt,5,2,1,3,4.75,81,0,9,36.0,8,125.82
Bengaluru,Indiranagar,Private room,7,1,1,2,5.0,128,0,13,1.0,10,12.0
Tokyo,Shibuya,Hotel room,4,1,1,2,4.84,55,0,14,26.0,10,104.99
Paris,Latin Quarter,Private room,7,1,2,1,4.8,48,0,20,32.0,2,77.01
London,Westminster,Private room,6,1,1,1,4.14,38,0,2,26.0,10,88.63
London,Kensington,Entire home/apt,3,3,1,4,4.65,90,1,7,4.0,10,121.81
Paris,Latin Quarter,Shared room,7,1,1,2,4.16,76,0,8,1.0,7,37.57
Bengaluru,Indiranagar,Private room,5,2,1,2,4.19,62,0,9,27.0,8,35.81
Paris,Le Marais,Entire home/apt,8,1,1,1,4.32,50,0,11,3.0,12,114.92
Dubai,Deira,Entire home/apt,2,3,1,4,5.0,53,0,13,17.0,1,56.71
Mumbai,Powai,Entire home/apt,3,2,1,3,4.85,32,0,2,8.0,5,27.52
Mumbai,Dadar,Entire home/apt,7,2,1,3,4.46,2,0,6,12.0,9,27.28
Mumbai,Bandra,Private room,7,1,1,1,4.24,75,0,15,17.0,6,38.66
Tokyo,Shibuya,Entire home/apt,2,1,2,2,4.28,102,1,11,37.0,11,136.43
Bengaluru,HSR Layout,Entire home/apt,5,2,1,2,4.43,82,1,7,34.0,11,69.37
London,Hackney,Private room,7,2,1,2,4.44,89,0,17,30.0,10,89.93
Bengaluru,Koramangala,Entire home/apt,9,1,1,2,5.0,58,0,13,34.0,9,55.59
Mumbai,Andheri,Entire home/apt,2,2,1,3,4.42,35,1,15,27.0,12,70.63
Paris,Latin Quarter,Entire home/apt,5,2,1,2,4.61,73,0,9,20.0,11,106.92
Sydney,Manly,Entire home/apt,9,2,1,2,4.61,19,0,5,2.0,2,72.99
New York,Brooklyn,Entire home/apt,9,1,1,1,4.59,41,1,7,24.0,4,118.65
Paris,Montmartre,Entire home/apt,3,1,1,1,4.55,45,0,19,30.0,4,100.89
Sydney,CBD,Entire home/apt,6,2,1,3,4.19,42,1,2,31.0,12,112.41
New York,Staten Island,Entire home/apt,8,1,1,2,4.47,26,1,9,13.0,3,72.13
London,Greenwich,Entire home/apt,3,1,1,2,4.94,51,1,7,29.0,6,123.0
Mumbai,Powai,Entire home/apt,3,1,1,1,4.56,21,0,21,17.0,5,32.19
Austin,Downtown,Private room,7,2,1,2,4.78,29,1,19,14.0,10,75.4
Dubai,Jumeirah,Private room,4,2,1,2,4.83,53,0,8,11.0,4,44.97
New York,Manhattan,Entire home/apt,2,3,1,3,4.18,17,0,22,19.0,9,142.64
Austin,South Congress,Entire home/apt,4,2,1,2,5.0,86,1,13,26.0,4,95.72
Paris,Montmartre,Private room,7,1,1,2,4.23,17,0,18,33.0,5,83.66
San Francisco,Marina,Entire home/apt,9,1,1,1,4.8,90,0,17,34.0,5,165.72
Tokyo,Shibuya,Entire home/apt,3,2,1,2,5.0,86,0,2,33.0,7,137.42
New York,Manhattan,Entire home/apt,6,2,1,3,4.83,77,0,19,38.0,2,164.7
Paris,Montmartre,Entire home/apt,5,2,1,2,4.77,49,1,19,27.0,2,95.07
Austin,East Austin,Entire home/apt,7,1,1,1,4.31,13,0,17,33.0,7,113.39
Tokyo,Ginza,Entire home/apt,7,2,1,2,4.43,29,0,21,30.0,5,147.03
Austin,South Congress,Entire home/apt,9,1,1,1,4.4,41,0,17,11.0,4,83.43
Bengaluru,Koramangala,Entire home/apt,8,2,2,2,4.32,28,0,7,6.0,11,32.64
London,Westminster,Private room,1,1,1,1,5.0,75,0,13,10.0,3,61.33
Austin,Downtown,Private room,3,2,1,2,4.76,39,0,9,11.0,2,46.21
Austin,South Congress,Entire home/apt,3,1,1,1,4.12,19,0,13,24.0,11,73.29
Dubai,Marina,Private room,1,1,1,2,4.45,47,0,17,31.0,11,77.52
Dubai,Downtown,Entire home/apt,9,1,1,2,4.56,82,0,18,14.0,12,125.43
Dubai,Bur Dubai,Entire home/apt,4,2,1,2,5.0,6,0,12,22.0,9,89.81
Sydney,Newtown,Entire home/apt,7,3,1,3,4.59,48,1,16,31.0,6,120.02
London,Hackney,Entire home/apt,6,2,1,3,4.76,85,0,11,24.0,4,110.72
Bengaluru,Indiranagar,Entire home/apt,4,2,1,3,4.35,72,0,21,18.0,9,46.87
Bengaluru,Koramangala,Entire home/apt,2,2,1,3,4.59,128,0,16,8.0,1,23.75
London,Westminster,Entire home/apt,3,1,1,2,4.15,26,0,15,7.0,12,104.57
London,Hackney,Private room,3,1,1,2,4.71,72,0,10,37.0,9,80.79
Paris,Latin Quarter,Entire home/apt,4,1,1,2,4.62,48,0,4,34.0,4,118.49
Austin,Downtown,Entire home/apt,8,1,1,2,3.99,6,0,10,38.0,4,88.16
London,Hackney,Entire home/apt,7,1,2,2,5.0,69,0,5,28.0,10,89.08
London,Westminster,Entire home/apt,7,3,1,4,4.34,54,0,14,38.0,1,128.96
San Francisco,Marina,Entire home/apt,8,3,1,4,4.3,13,0,23,39.0,6,170.46
New York,Staten Island,Entire home/apt,2,2,1,3,3.96,30,1,10,22.0,10,80.03
Dubai,Marina,Entire home/apt,7,1,1,2,4.48,38,0,18,23.0,12,97.78
Bengaluru,Indiranagar,Entire home/apt,5,1,1,1,4.79,105,1,11,35.0,9,65.45
Dubai,Downtown,Entire home/apt,8,2,2,3,4.66,37,0,16,5.0,5,110.56
Tokyo,Shinjuku,Private room,2,1,1,1,4.49,105,0,13,8.0,11,65.93
Sydney,Surry Hills,Entire home/apt,6,2,2,3,4.78,77,0,11,1.0,6,107.75
Paris,1st Arr.,Entire home/apt,2,2,1,2,4.45,23,1,12,3.0,11,96.28
Dubai,Jumeirah,Entire home/apt,9,1,1,1,5.0,8,0,18,4.0,4,72.48
Bengaluru,MG Road,Entire home/apt,8,2,1,2,4.76,43,0,7,31.0,2,57.8
Austin,Hyde Park,Private room,1,1,1,1,3.99,1,0,15,10.0,1,36.37
Tokyo,Asakusa,Private room,7,1,1,2,4.93,0,0,7,2.0,8,23.73
Dubai,Jumeirah,Entire home/apt,8,1,1,1,5.0,19,0,16,12.0,2,73.78
Bengaluru,Koramangala,Private room,7,1,1,1,4.37,31,0,4,30.0,8,48.02
Bengaluru,Koramangala,Entire home/apt,5,1,1,1,4.48,13,0,12,36.0,5,74.22
Mumbai,Powai,Entire home/apt,3,1,1,2,5.0,155,0,6,10.0,1,39.27
Mumbai,Powai,Entire home/apt,4,3,1,3,4.32,60,0,12,28.0,1,59.1
London,Westminster,Entire home/apt,2,3,1,3,5.0,134,1,12,26.0,3,137.88
Bengaluru,MG Road,Private room,1,1,1,1,4.46,88,0,13,12.0,4,25.09
London,Hackney,Entire home/apt,2,1,1,2,4.74,84,1,14,32.0,11,97.82
Sydney,Surry Hills,Private room,7,1,1,1,4.0,18,1,12,30.0,1,65.7
London,Greenwich,Private room,5,1,1,2,4.51,68,0,5,14.0,11,58.02
London,Hackney,Entire home/apt,9,2,1,3,4.68,42,0,21,0.0,5,92.72
San Francisco,Marina,Entire home/apt,9,3,1,4,4.89,4,0,13,36.0,12,174.52
Mumbai,Bandra,Entire home/apt,4,2,1,3,4.48,119,0,17,1.0,6,48.32
Sydney,Surry Hills,Entire home/apt,5,1,1,1,4.78,55,0,13,19.0,6,96.46
Dubai,Marina,Private room,3,1,1,2,5.0,71,0,9,18.0,1,29.75
Tokyo,Shinjuku,Entire home/apt,6,1,1,1,4.37,67,0,10,24.0,12,115.95
Tokyo,Shinjuku,Entire home/apt,6,1,1,1,4.38,85,0,15,23.0,11,93.33
Dubai,Marina,Private room,1,2,1,2,4.34,43,0,22,3.0,9,38.66
Austin,Hyde Park,Private room,7,2,1,2,4.18,46,0,13,13.0,9,34.83
New York,Manhattan,Entire home/apt,7,1,1,1,4.86,7,1,5,31.0,7,156.98
Mumbai,Dadar,Entire home/apt,3,3,1,3,4.65,75,1,13,3.0,11,26.91
Tokyo,Roppongi,Private room,6,1,1,2,3.92,12,0,13,7.0,3,49.9
London,Westminster,Entire home/apt,5,2,1,3,4.4,65,0,9,31.0,8,170.43
Austin,Downtown,Private room,4,1,1,1,5.0,14,1,11,28.0,12,66.38
Tokyo,Shinjuku,Entire home/apt,3,2,1,2,4.94,36,0,10,12.0,6,100.33
Bengaluru,Indiranagar,Private room,4,1,1,2,4.19,35,0,2,23.0,9,14.71
Mumbai,Bandra,Private room,5,1,1,2,5.0,14,1,15,19.0,10,49.53
Bengaluru,Koramangala,Entire home/apt,9,2,1,2,4.35,72,0,26,19.0,10,40.65
Tokyo,Asakusa,Entire home/apt,4,2,1,2,4.46,100,0,17,33.0,9,135.0
London,Westminster,Entire home/apt,9,2,1,3,4.28,28,0,15,38.0,3,133.29
Bengaluru,Koramangala,Private room,4,1,1,1,4.66,70,0,12,17.0,2,34.7
New York,Queens,Private room,3,3,1,3,4.29,96,0,15,15.0,6,85.07
Sydney,Surry Hills,Entire home/apt,8,2,1,2,4.84,54,0,14,27.0,8,120.67
San Francisco,SoMa,Entire home/apt,8,2,1,2,4.44,83,0,15,13.0,12,144.05
Dubai,Jumeirah,Entire home/apt,9,1,1,2,5.0,92,1,7,13.0,12,108.38
Dubai,Jumeirah,Entire home/apt,5,3,1,3,4.75,39,0,11,25.0,4,95.06
Paris,Le Marais,Entire home/apt,2,1,1,1,4.91,48,0,8,14.0,7,117.68
Mumbai,Bandra,Entire home/apt,5,1,1,2,5.0,131,1,13,14.0,9,60.07
Paris,Bastille,Entire home/apt,4,2,1,2,4.07,114,0,15,16.0,11,100.74
Dubai,Bur Dubai,Entire home/apt,8,2,1,3,4.18,67,0,16,15.0,5,75.1
Austin,South Congress,Private room,4,1,1,2,4.69,25,0,11,5.0,4,40.03
Paris,Montmartre,Entire home/apt,5,2,1,2,4.85,59,1,17,0.0,11,105.05
San Francisco,SoMa,Entire home/apt,4,2,1,3,3.94,39,0,18,0.0,12,117.71
Bengaluru,Indiranagar,Private room,3,2,1,2,4.75,28,1,20,8.0,7,26.77
New York,Queens,Entire home/apt,4,1,1,1,4.82,11,0,18,36.0,2,113.14
Mumbai,Andheri,Entire home/apt,9,2,1,2,4.73,91,0,16,4.0,4,16.65
